game_rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
13692,12Riven: The Psi-Climinal of Integral,PlayStation 2,2008,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04,2000
13693,Battle Spirits: Digital Starter,Nintendo DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13694,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,2000
13695,Deadliest Warrior: Ancient Combat,Xbox 360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,2010
13696,WarJetz,PlayStation 2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,2000
13697,Breeding Stud 2,PlayStation,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,1990
13698,Banushi Life Game: Winner's Circle,Nintendo DS,2007,Sports,Genki,0.0,0.0,0.04,0.0,0.04,2000
13699,Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04,2000
13700,Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
13701,Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,2000
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,Nintendo DS,2009,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13703,Capcom Fighting Evolution,Xbox,2005,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,2000
13704,XCOM 2,PlayStation 4,2016,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04,2010
13705,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,2000
13706,Novastorm,PlayStation,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04,1990
13707,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.04,2010
13708,PopCap Arcade Vol 1,Xbox 360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,2000
13709,Dead Ball Zone,PlayStation,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04,1990
13710,NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13711,Men of War: Vietnam,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,2010
13712,NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,1990
13713,Winning Post World 2010,PlayStation 3,2010,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13714,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,Nintendo DS,2010,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13715,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,2000
13716,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0.0,0.01,0.04,2000
13717,Haunted Casino,SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.04,1990
13718,World Series Baseball,SAT,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04,1990
13719,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PlayStation Vita,2012,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2010
13720,Aeon Flux,PlayStation 2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.04,2000
13721,Chicken Blaster,Nintendo DS,2009,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04,2000
13722,Summer Challenge: Athletics Tournament,PlayStation 3,2011,Sports,PQube,0.0,0.03,0.0,0.01,0.04,2010
13723,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
13724,Metal Max Returns,SNES,1995,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.04,1990
13725,Shattered Union,Xbox,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,2000
13726,Off-Road Drive,PC,2011,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,2010
13727,Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
13728,Mat Hoffman's Pro BMX 2,GameCube,2002,Sports,Activision,0.03,0.01,0.0,0.0,0.04,2000
13729,Unchained Blades,Nintendo 3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,2010
13730,Harley-Davidson: Road Trip,Wii U,2010,Racing,Destineer,0.04,0.0,0.0,0.0,0.04,2010
13731,Gal*Gun,Xbox 360,2011,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,2010
13732,GoGo's Crazy Bones,Nintendo DS,2012,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04,2010
13733,MLB 2K12 / NBA 2K12 Combo Pack,Xbox 360,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,2010
13734,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,2000
13735,NHL Hitz Pro,GameCube,2007,Sports,Unknown,0.03,0.01,0.0,0.0,0.04,2000
13736,Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13737,Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04,1990
13738,North American Hunting Extravaganza 2,Wii U,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,2010
13739,City Builder,Wii U,2010,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,2010
13740,PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,1990
13741,Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04,1990
13742,Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,1990
13743,Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04,1990
13744,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04,2000
13745,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,2000
13746,Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,1990
13747,Kikou Heidan J-Phoenix 2,PlayStation 2,2003,Action,Takara,0.0,0.0,0.04,0.0,0.04,2000
13748,Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04,2010
13749,Dragon's Lair 3D: Return to the Lair,GameCube,2002,Platform,THQ,0.03,0.01,0.0,0.0,0.04,2000
13750,Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13751,Meteos: Disney Magic,Nintendo DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,2000
13752,Worms 4: Mayhem,Xbox,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,2000
13753,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04,2010
13754,Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04,2010
13755,Samurai Warriors 2: Empires,Xbox 360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,2000
13756,Super Black Bass Fishing,Nintendo DS,2005,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13757,Point Blank 2,PlayStation,1998,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,1990
13758,Who Wants to Be a Millionaire: 3rd Edition,Nintendo DS,2010,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,2010
13759,Test Drive: Ferrari Legends,PlayStation 3,2012,Racing,Unknown,0.04,0.0,0.0,0.0,0.04,2010
13760,Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13761,Infamous: First Light,PlayStation 4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,2010
13762,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0.0,0.0,0.04,0.0,0.04,2010
13763,Imabikisou,PlayStation 3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,2000
13764,Logic Machines,Nintendo DS,2009,Puzzle,City Interactive,0.04,0.0,0.0,0.0,0.04,2000
13765,One Piece: Burning Blood,Xbox One,2016,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,2010
13766,Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PlayStation 2,2008,Shooter,Sega,0.0,0.0,0.04,0.0,0.04,2000
13768,Antz Extreme Racing,PlayStation 2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,2000
13769,Motto TOEIC Test DS Training,Nintendo DS,2008,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04,2000
13770,Super Robot Gakuen,Nintendo DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13771,Atelier Iris 3: Grand Phantasm (JP Sales),PlayStation 2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2000
13772,Terraria,Xbox One,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,2010
13773,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,Nintendo 3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,2010
13774,Empire Earth III,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,2000
13775,Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
13776,Jojo's Fashion Show: Design in a Dash!,Nintendo DS,2009,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,2000
13777,The Legend of Heroes: Trails in the Sky First Chapter,PlayStation 3,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,2010
13778,Go Diego Go!: Safari Rescue,PlayStation 2,2008,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04,2000
13779,Deal or No Deal: Special Edition,Nintendo DS,2010,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04,2010
13780,Clannad,PlayStation 2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,2000
13781,Nobunaga's Ambition: Sphere of Influence,PlayStation 4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,2010
13782,Fisherman's Challenge,PlayStation 2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,2000
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,2000
13784,Akko ni Omakase! Brain Shock,Nintendo DS,2006,Misc,Taito,0.0,0.0,0.04,0.0,0.04,2000
13785,Mission: Impossible - Operation Surma,GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,2000
13786,Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,2000
13787,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,2010
13788,Deadliest Warrior: Ancient Combat,PlayStation 3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,2010
13789,King of Fighters: Maximum Impact Regulation A,PlayStation 2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,2000
13790,Who Wants to be a Millionaire: 1st Edition,Nintendo DS,2007,Misc,Ubisoft,0.0,0.04,0.0,0.0,0.04,2000
13791,Star Ocean 5: Integrity and Faithlessness,PlayStation 3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,2010
13792,Date A Live: Rine Utopia,PlayStation 3,2013,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,2010
13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,2010
13794,Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,2010
13795,Surf's Up,PlayStation 3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,2000
13796,Fritz Chess,PlayStation 3,2009,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.04,2000
13797,The Da Vinci Code,Xbox,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,2000
13798,Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04,2000
13799,Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,2000
13800,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,2000
13801,Sacred Blaze,PlayStation 2,2009,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04,2000
13802,Rollin' Rascals,Nintendo DS,2009,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04,2000
13803,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,Nintendo DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13804,Thoroughbred Breeder II Plus,PlayStation,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.04,1990
13805,Pure Pinball,Xbox,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,2000
13806,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
13807,Zac to Ombra: Maboroshi no Yuuenchi,Nintendo DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2010
13808,Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.03,0.0,0.01,0.04,2010
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii U,2010,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13810,Shadow of the Colossus,PlayStation 3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,2010
13811,Phantom Breaker,Xbox 360,2011,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,2010
13812,Gummy Bears Mini Golf,Wii U,2010,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,2010
13813,Brothers In Arms DS,Nintendo DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,2000
13814,Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,2000
13815,99 no Namida,Nintendo DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13816,Clannad,PSP,2008,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,2000
13817,Cyber Troopers Virtual-On Marz,PlayStation 2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,2000
13818,Headhunter: Redemption,PlayStation 2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,2000
13819,Ookami to Koushinryou: Boku to Horo no Ichinen,Nintendo DS,2008,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04,2000
13820,Bomberman: Act Zero,Xbox 360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13821,Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0.0,0.0,0.04,2000
13822,Time Travelers,Nintendo 3DS,2012,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,2010
13823,Burnout Paradise: The Ultimate Box,Xbox 360,2009,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.04,2000
13824,The Chase: Felix Meets Felicity,Nintendo DS,2009,Action,Atari,0.04,0.0,0.0,0.0,0.04,2000
13825,Stoked: Big Air Edition,Xbox 360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,2000
13826,Syndicate Wars,PlayStation,1997,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,1990
13827,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,2010
13828,Draglade (JP sales),Nintendo DS,2007,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,2000
13829,Herc's Adventures,PlayStation,1997,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,1990
13830,Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
13831,Twin Strike: Operation Thunder,Wii U,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,2000
13832,BlazBlue: Chrono Phantasma Extend,PlayStation 3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04,2010
13833,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,2010
13834,Romance of the Three Kingdoms 13,PlayStation 3,2015,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13835,The Movies,PC,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,2000
13836,SuperCar Challenge,PlayStation 3,2009,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,2000
13837,Dreamfall: The Longest Journey,Xbox,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,2000
13838,The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,2010
13839,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04,1990
13840,Yuki Yuna is a Hero: Memory of the Forest,PlayStation Vita,2015,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,2010
13841,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,2010
13842,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,Nintendo DS,2005,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,2010
13844,Zatch Bell! Mamodo Fury,GameCube,2005,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,2000
13845,Dora's Big Birthday Adventure,PlayStation 2,2010,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,2010
13846,PopStar Guitar,PlayStation 2,2008,Misc,XS Games,0.02,0.01,0.0,0.0,0.04,2000
13847,Haikyu!! Cross Team Match!,Nintendo 3DS,2016,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13848,NHL Blades of Steel 2000,PlayStation,1999,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,1990
13849,Outlaw Volleyball Remixed,PlayStation 2,2004,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,2000
13850,The Adventures of Darwin,PlayStation 2,2006,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04,2000
13851,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,2000
13852,Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04,2000
13853,FIFA World Cup Germany 2006,Nintendo DS,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,2000
13854,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,2000
13855,Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13856,Hyperdimension Neptunia Victory II,PlayStation 4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,2010
13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PlayStation,2001,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04,2000
13858,Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,2000
13859,Jig-A-Pix: Pets,Nintendo DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04,2000
13860,Brothers: A Tale of Two Sons,Xbox One,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,2010
13861,Warhammer: Dark Omen,PlayStation,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,1990
13862,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13863,Denki Blocks!,GBA,2001,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04,2000
13864,A Ressha de Ikou DS,Nintendo DS,2009,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04,2000
13865,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13866,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PlayStation Vita,2015,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04,2010
13867,Colin McRae Rally 3,Xbox,2002,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,2000
13868,Ballistic,PlayStation,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04,1990
13869,Paddington: Adventures in London,Nintendo 3DS,2015,Puzzle,Koch Media,0.0,0.04,0.0,0.0,0.04,2010
13870,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PlayStation Vita,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13871,Caesar IV,PC,2006,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,2000
13872,Sega Rally 2006,PlayStation 2,2007,Racing,Unknown,0.0,0.0,0.04,0.0,0.04,2000
13873,Song of the Deep,Xbox One,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.04,2010
13874,I'm A Celebrity: Get Me Out of Here!,Nintendo DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,2000
13875,Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13876,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,2000
13877,Shonen Jump's One Piece: Grand Adventure,GameCube,2006,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,2000
13878,Holly Hobbie & Friends,Nintendo DS,2007,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13879,Kevin Van Dam: Big Bass Challenge,Wii U,2010,Sports,Zoo Games,0.04,0.0,0.0,0.0,0.04,2010
13880,Stolen,PlayStation 2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,2000
13881,Monster High: New Ghoul in School,Xbox 360,2015,Action,Little Orbit,0.0,0.04,0.0,0.0,0.04,2010
13882,Glacier2,Wii U,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04,2000
13883,Rugby Challenge 3,PlayStation 4,2016,Sports,Alternative Software,0.0,0.03,0.0,0.01,0.04,2010
13884,Memories Off 6: T-Wave,PlayStation 2,2008,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,2000
13885,Superstars V8 Racing,PlayStation 3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.04,2000
13886,Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,2000
13887,Hatsune Miku: Project Diva X,PlayStation 4,2016,Misc,Sega,0.01,0.0,0.02,0.0,0.04,2010
13888,Bullet Girls 2,PlayStation Vita,2016,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04,2010
13889,Famicom Remix Best Choice,Nintendo 3DS,2015,Action,Nintendo,0.0,0.0,0.04,0.0,0.04,2010
13890,Pro Race Driver,Xbox,2003,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,2000
13891,Sleepover Party,Wii U,2009,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,2000
13892,100 Classic Games,Nintendo DS,2011,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.04,2010
13893,Ide Yosuke no Mahjong Kazoku,PlayStation,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04,1990
13894,Richard Burns Rally,PC,2004,Racing,SCi,0.0,0.03,0.0,0.01,0.04,2000
13895,WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.01,0.04,2000
13896,Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13897,R-Type Command (correct US sales),PSP,2007,Strategy,Rising Star Games,0.04,0.0,0.0,0.0,0.04,2000
13898,E.T. The Extra-Terrestrial: Interplanetary Mission,PlayStation,2001,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.04,2000
13899,Story Hour: Fairy Tales,Wii U,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,2000
13900,Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2000
13901,Countdown Vampires,PlayStation,1999,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,1990
13902,Crypt Killer,PlayStation,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,1990
13903,Tokumei Sentai Go-Busters,Nintendo DS,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13904,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PlayStation 2,2002,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04,2000
13905,The Treasures of Montezuma,Nintendo DS,2010,Puzzle,Foreign Media Games,0.02,0.02,0.0,0.0,0.04,2010
13906,Saints Row 2,PC,2009,Action,THQ,0.0,0.03,0.0,0.01,0.04,2000
13907,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,2000
13908,Battle Hunter,PlayStation,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04,1990
13909,PO'ed,PlayStation,1996,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04,1990
13910,Heathcliff! Frantic Foto,Nintendo DS,2010,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04,2010
13911,Adidas Power Soccer,PlayStation,1996,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.04,1990
13912,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,2010
13913,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04,2000
13914,Darklight Conflict,PlayStation,1997,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.04,1990
13915,Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,2000
